filename,label
bca26705313a4644_20404.jpg,Erosion
bca26705313a4644_20403.jpg,Erosion
bca26705313a4644_20402.jpg,Erosion
bca26705313a4644_20401.jpg,Erosion
bca26705313a4644_18191.jpg,Erosion
bca26705313a4644_18190.jpg,Erosion
bca26705313a4644_18189.jpg,Erosion
bca26705313a4644_18180.jpg,Erosion
bca26705313a4644_18179.jpg,Erosion
bca26705313a4644_18166.jpg,Erosion
bca26705313a4644_18165.jpg,Erosion
bca26705313a4644_18164.jpg,Erosion
bca26705313a4644_18163.jpg,Erosion
bca26705313a4644_18134.jpg,Erosion
bca26705313a4644_18133.jpg,Erosion
bca26705313a4644_18132.jpg,Erosion
bca26705313a4644_18131.jpg,Erosion
bca26705313a4644_18130.jpg,Erosion
bca26705313a4644_18129.jpg,Erosion
bca26705313a4644_18111.jpg,Erosion
bca26705313a4644_18110.jpg,Erosion
bca26705313a4644_18067.jpg,Erosion
bca26705313a4644_18066.jpg,Erosion
bca26705313a4644_18065.jpg,Erosion
bca26705313a4644_16407.jpg,Erosion
bca26705313a4644_16406.jpg,Erosion
bca26705313a4644_16405.jpg,Erosion
bca26705313a4644_16404.jpg,Erosion
bca26705313a4644_16400.jpg,Erosion
bca26705313a4644_16399.jpg,Erosion
bca26705313a4644_16397.jpg,Erosion
bca26705313a4644_16396.jpg,Erosion
bca26705313a4644_16395.jpg,Erosion
bca26705313a4644_16394.jpg,Erosion
bca26705313a4644_16392.jpg,Erosion
bca26705313a4644_16391.jpg,Erosion
bca26705313a4644_16174.jpg,Erosion
bca26705313a4644_16173.jpg,Erosion
bca26705313a4644_16172.jpg,Erosion
bca26705313a4644_16171.jpg,Erosion
bca26705313a4644_16170.jpg,Erosion
bca26705313a4644_16169.jpg,Erosion
bca26705313a4644_16168.jpg,Erosion
bca26705313a4644_16167.jpg,Erosion
bca26705313a4644_16166.jpg,Erosion
bca26705313a4644_16165.jpg,Erosion
bca26705313a4644_16164.jpg,Erosion
bca26705313a4644_16154.jpg,Erosion
bca26705313a4644_16153.jpg,Erosion
bca26705313a4644_16152.jpg,Erosion
bca26705313a4644_16148.jpg,Erosion
bca26705313a4644_16147.jpg,Erosion
bca26705313a4644_16146.jpg,Erosion
bca26705313a4644_16145.jpg,Erosion
bca26705313a4644_16142.jpg,Erosion
bca26705313a4644_16141.jpg,Erosion
bca26705313a4644_16140.jpg,Erosion
bca26705313a4644_16139.jpg,Erosion
bca26705313a4644_16138.jpg,Erosion
bca26705313a4644_16074.jpg,Erosion
bca26705313a4644_16073.jpg,Erosion
bca26705313a4644_16062.jpg,Erosion
bca26705313a4644_16061.jpg,Erosion
bca26705313a4644_16060.jpg,Erosion
bca26705313a4644_16053.jpg,Erosion
bca26705313a4644_16052.jpg,Erosion
bca26705313a4644_16051.jpg,Erosion
bca26705313a4644_16050.jpg,Erosion
bca26705313a4644_16049.jpg,Erosion
bca26705313a4644_16012.jpg,Erosion
bca26705313a4644_16011.jpg,Erosion
bca26705313a4644_16010.jpg,Erosion
ad91cf7ca91440aa_873.jpg,Angiectasia
ad91cf7ca91440aa_872.jpg,Angiectasia
ad91cf7ca91440aa_864.jpg,Pylorus
ad91cf7ca91440aa_863.jpg,Pylorus
ad91cf7ca91440aa_862.jpg,Pylorus
ad91cf7ca91440aa_861.jpg,Pylorus
ad91cf7ca91440aa_860.jpg,Pylorus
ad91cf7ca91440aa_859.jpg,Pylorus
ad91cf7ca91440aa_858.jpg,Pylorus
ad91cf7ca91440aa_857.jpg,Pylorus
ad91cf7ca91440aa_856.jpg,Pylorus
ad91cf7ca91440aa_855.jpg,Pylorus
ad91cf7ca91440aa_854.jpg,Pylorus
ad91cf7ca91440aa_5961.jpg,Angiectasia
ad91cf7ca91440aa_5960.jpg,Angiectasia
ad91cf7ca91440aa_5959.jpg,Angiectasia
ad91cf7ca91440aa_5958.jpg,Angiectasia
ad91cf7ca91440aa_5957.jpg,Angiectasia
ad91cf7ca91440aa_5956.jpg,Angiectasia
ad91cf7ca91440aa_5955.jpg,Angiectasia
ad91cf7ca91440aa_4754.jpg,Angiectasia
ad91cf7ca91440aa_4753.jpg,Angiectasia
8ebf0e483cac48d6_29688.jpg,Erosion
8ebf0e483cac48d6_29687.jpg,Erosion
8ebf0e483cac48d6_29560.jpg,Erosion
8ebf0e483cac48d6_29559.jpg,Erosion
8ebf0e483cac48d6_29558.jpg,Erosion
8ebf0e483cac48d6_29557.jpg,Erosion
8ebf0e483cac48d6_29556.jpg,Erosion
8ebf0e483cac48d6_29555.jpg,Erosion
8ebf0e483cac48d6_29554.jpg,Erosion
8ebf0e483cac48d6_29553.jpg,Erosion
8ebf0e483cac48d6_29552.jpg,Erosion
8ebf0e483cac48d6_29551.jpg,Erosion
8ebf0e483cac48d6_29550.jpg,Erosion
8ebf0e483cac48d6_29541.jpg,Erosion
8ebf0e483cac48d6_29540.jpg,Erosion
8ebf0e483cac48d6_29539.jpg,Erosion
8ebf0e483cac48d6_29538.jpg,Erosion
8ebf0e483cac48d6_29537.jpg,Erosion
8ebf0e483cac48d6_29536.jpg,Erosion
8ebf0e483cac48d6_29535.jpg,Erosion
8ebf0e483cac48d6_29534.jpg,Erosion
8ebf0e483cac48d6_29533.jpg,Erosion
8ebf0e483cac48d6_29532.jpg,Erosion
8ebf0e483cac48d6_29217.jpg,Erosion
8ebf0e483cac48d6_29216.jpg,Erosion
8ebf0e483cac48d6_29215.jpg,Erosion
8ebf0e483cac48d6_29214.jpg,Erosion
8ebf0e483cac48d6_29213.jpg,Erosion
8ebf0e483cac48d6_29212.jpg,Erosion
8ebf0e483cac48d6_29211.jpg,Erosion
